#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
121400	IPR025110	AMP-binding enzyme C-terminal domain	HMMPfam	PF13193	AMP-binding enzyme C-terminal domain	1	636,	724,	2.2E-19
121400	IPR020845	AMP-binding, conserved site	ProSitePatterns	PS00455	Putative AMP-binding domain signature.	1	338,	349,	-
121400	\N	\N	SUPERFAMILY	SSF56801	\N	2	134,305,	274,736,	5.76E-110,5.76E-110
121405	IPR007087	Zinc finger, C2H2	HMMPfam	PF00096	Zinc finger, C2H2 type	1	238,	260,	1.3E-4
121405	IPR007087	Zinc finger, C2H2	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	1	240,	260,	-
121405	IPR007087	Zinc finger, C2H2	ProSiteProfiles	PS50157	Zinc finger C2H2 type domain profile.	1	238,	265,	14.316
121405	IPR015880	Zinc finger, C2H2-like	SMART	SM00355	zinc finger	2	211,238,	230,260,	110.0,5.4E-4
121405	\N	\N	SUPERFAMILY	SSF57667	\N	1	220,	270,	7.62E-10
121408	IPR009914	Dolichol phosphate-mannose biosynthesis regulatory	HMMPfam	PF07297	Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2)	1	1,	68,	2.8E-28
121409	IPR001948	Peptidase M18	HMMPfam	PF02127	Aminopeptidase I zinc metalloprotease (M18)	1	14,	462,	7.6E-169
121409	IPR001948	Peptidase M18	PRINTS	PR00932	Aminopeptidase I zinc metalloprotease (M18) signature	6	78,112,149,293,340,429,	94,132,166,311,356,444,	1.4E-50,1.4E-50,1.4E-50,1.4E-50,1.4E-50,1.4E-50
121409	\N	\N	SUPERFAMILY	SSF101821	\N	1	90,	240,	9.15E-36
121409	\N	\N	SUPERFAMILY	SSF53187	\N	2	3,240,	89,463,	2.57E-113,2.57E-113
121416	IPR020818	Chaperonin Cpn10	HMMPfam	PF00166	Chaperonin 10 Kd subunit	1	11,	102,	6.5E-27
121416	IPR020818	Chaperonin Cpn10	PRINTS	PR00297	10kDa chaperonin signature	4	11,33,68,89,	26,54,80,102,	1.7E-19,1.7E-19,1.7E-19,1.7E-19
121416	IPR018369	Chaperonin Cpn10, conserved site	ProSitePatterns	PS00681	Chaperonins cpn10 signature.	1	11,	35,	-
121416	IPR020818	Chaperonin Cpn10	SMART	SM00883	Chaperonin 10 Kd subunit	1	10,	102,	4.7E-41
121416	IPR011032	GroES (chaperonin 10)-like	SUPERFAMILY	SSF50129	\N	1	9,	103,	7.18E-29
121419	IPR001461	Aspartic peptidase	HMMPfam	PF00026	Eukaryotic aspartyl protease	1	61,	154,	5.7E-18
121419	IPR021109	Aspartic peptidase domain	SUPERFAMILY	SSF50630	\N	1	6,	154,	1.95E-28
121424	IPR007194	Transport protein particle (TRAPP) component	HMMPfam	PF04051	Transport protein particle (TRAPP) component	1	99,	270,	1.7E-42
121424	IPR016696	TRAPP I complex, subunit 5	PIRSF	PIRSF017479	\N	1	36,	281,	232.0
121424	IPR024096	NO signalling/Golgi transport  ligand-binding domain	SUPERFAMILY	SSF111126	\N	1	93,	277,	8.63E-44
121425	IPR000182	GNAT domain	HMMPfam	PF00583	Acetyltransferase (GNAT) family	1	53,	147,	2.0E-14
121425	IPR000182	GNAT domain	ProSiteProfiles	PS51186	Gcn5-related N-acetyltransferase (GNAT) domain profile.	1	1,	171,	16.329
121425	IPR016181	Acyl-CoA N-acyltransferase	SUPERFAMILY	SSF55729	\N	1	1,	171,	1.57E-23
121431	IPR007858	Dpy-30 motif	HMMPfam	PF05186	Dpy-30 motif	1	83,	123,	2.6E-12
121432	IPR023395	Mitochondrial carrier domain	SUPERFAMILY	SSF103506	\N	2	91,203,	119,400,	3.01E-15,3.01E-15
121436	IPR001141	Ribosomal protein L27e	HMMPfam	PF01777	Ribosomal L27e protein family	1	54,	138,	3.0E-36
121436	IPR018262	Ribosomal protein L27e, conserved site	ProSitePatterns	PS01107	Ribosomal protein L27e signature.	1	127,	138,	-
121436	IPR008991	Translation protein SH3-like domain	SUPERFAMILY	SSF50104	\N	1	4,	138,	4.21E-19
121438	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain	HMMPfam	PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	1	205,	377,	2.6E-22
121438	IPR015866	Serine-tRNA synthetase, type1, N-terminal	HMMPfam	PF02403	Seryl-tRNA synthetase N-terminal domain	1	59,	143,	1.1E-6
121438	IPR002317	Serine-tRNA ligase, type1	PIRSF	PIRSF001529	\N	1	45,	461,	424.0
121438	IPR002317	Serine-tRNA ligase, type1	PRINTS	PR00981	Seryl-tRNA synthetase signature	4	298,310,368,386,	310,323,384,402,	1.4E-19,1.4E-19,1.4E-19,1.4E-19
121438	IPR006195	Aminoacyl-tRNA synthetase, class II	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	1	169,	445,	19.116
121438	IPR010978	tRNA-binding arm	SUPERFAMILY	SSF46589	\N	1	62,	149,	9.94E-9
121438	\N	\N	SUPERFAMILY	SSF55681	\N	1	152,	457,	2.4E-66
121438	IPR002317	Serine-tRNA ligase, type1	TIGRFAM	TIGR00414	serS: serine--tRNA ligase	1	66,	452,	1.1E-104
121444	IPR003721	Pantoate-beta-alanine ligase	HMMPfam	PF02569	Pantoate-beta-alanine ligase	1	30,	339,	4.4E-91
121444	\N	\N	SUPERFAMILY	SSF52374	\N	1	29,	339,	8.0E-88
121444	IPR003721	Pantoate-beta-alanine ligase	TIGRFAM	TIGR00018	panC: pantoate--beta-alanine ligase	1	29,	339,	1.1E-88
121444	IPR004821	Cytidyltransferase-like domain	TIGRFAM	TIGR00125	cyt_tran_rel: cytidyltransferase-like domain	1	54,	96,	3.1E-7
121446	IPR004177	DDHD	HMMPfam	PF02862	DDHD domain	1	587,	819,	6.2E-56
121446	IPR004177	DDHD	ProSiteProfiles	PS51043	DDHD domain profile.	1	587,	820,	33.398
121446	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	2	530,639,	611,655,	8.82E-5,8.82E-5
121448	IPR029003	Kinetochore component CENP-S	HMMPfam	PF15630	Kinetochore component CENP-S	1	29,	102,	3.8E-20
121448	IPR009072	Histone-fold	SUPERFAMILY	SSF47113	\N	1	39,	99,	8.38E-7
121449	IPR000754	Ribosomal protein S9	HMMPfam	PF00380	Ribosomal protein S9/S16	1	195,	319,	8.8E-36
121449	IPR020574	Ribosomal protein S9, conserved site	ProSitePatterns	PS00360	Ribosomal protein S9 signature.	1	258,	276,	-
121449	IPR020568	Ribosomal protein S5 domain 2-type fold	SUPERFAMILY	SSF54211	\N	1	190,	319,	4.93E-34
121451	IPR008011	Complex 1 LYR protein	HMMPfam	PF05347	Complex 1 protein (LYR family)	1	26,	79,	3.0E-8
121460	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	114,	506,	2.53E-14
121461	IPR003874	CDC45 family	HMMPfam	PF02724	CDC45-like protein	1	28,	661,	4.8E-157
121464	IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal	HMMPfam	PF00724	NADH:flavin oxidoreductase / NADH oxidase family	1	5,	349,	1.0E-105
121464	\N	\N	SUPERFAMILY	SSF51395	\N	1	3,	376,	1.98E-109
121466	IPR006906	Timeless protein	HMMPfam	PF04821	Timeless protein	1	27,	291,	1.4E-69
121466	IPR007725	Timeless C-terminal	HMMPfam	PF05029	Timeless protein C terminal region	1	592,	734,	7.3E-15
121466	\N	\N	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	1,	22,	5.0
121467	IPR001163	Ribonucleoprotein LSM domain	HMMPfam	PF01423	LSM domain	1	4,	69,	9.0E-15
121467	IPR006649	Ribonucleoprotein LSM domain, eukaryotic/archaea-type	SMART	SM00651	snRNP Sm proteins	1	2,	71,	4.9E-17
121467	IPR010920	Like-Sm (LSM) domain	SUPERFAMILY	SSF50182	\N	1	2,	76,	2.62E-19
121470	IPR001892	Ribosomal protein S13	HMMPfam	PF00416	Ribosomal protein S13/S18	1	5,	110,	2.3E-23
121470	IPR001892	Ribosomal protein S13	ProSiteProfiles	PS50159	Ribosomal protein S13 family profile.	1	5,	114,	27.522
121470	IPR010979	Ribosomal protein S13-like, H2TH	SUPERFAMILY	SSF46946	\N	1	3,	121,	6.47E-32
121472	IPR000322	Glycoside hydrolase family 31	HMMPfam	PF01055	Glycosyl hydrolases family 31	1	331,	779,	6.1E-145
121472	IPR025887	Glycoside hydrolase family 31, N-terminal domain	HMMPfam	PF13802	Galactose mutarotase-like	1	232,	308,	3.1E-22
121472	\N	\N	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	1,	18,	5.0
121472	\N	\N	SUPERFAMILY	SSF51011	\N	1	690,	776,	2.52E-12
121472	IPR017853	Glycoside hydrolase superfamily	SUPERFAMILY	SSF51445	\N	1	338,	688,	5.38E-83
121472	IPR011013	Galactose mutarotase-like domain	SUPERFAMILY	SSF74650	\N	2	83,220,	180,337,	3.45E-17,3.45E-17
121480	IPR014844	PalH/RIM21	HMMPfam	PF08733	PalH/RIM21	1	134,	426,	3.4E-31
121482	IPR008521	Magnesium transporter NIPA	HMMPfam	PF05653	Magnesium transporter NIPA	1	3,	294,	1.1E-113
121482	\N	\N	SUPERFAMILY	SSF103481	\N	1	51,	123,	2.48E-10
121489	IPR008689	ATPase, F0 complex, subunit D, mitochondrial	HMMPfam	PF05873	ATP synthase D chain, mitochondrial (ATP5H)	1	6,	150,	2.9E-18
121489	IPR008689	ATPase, F0 complex, subunit D, mitochondrial	PIRSF	PIRSF005514	\N	1	3,	176,	171.0
121489	\N	\N	SUPERFAMILY	SSF161065	\N	1	7,	129,	1.96E-35
121497	IPR004788	Ribose 5-phosphate isomerase, type A	HMMPfam	PF06026	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)	1	58,	237,	3.5E-50
121497	\N	\N	SUPERFAMILY	SSF100950	\N	1	8,	162,	3.16E-35
121497	\N	\N	SUPERFAMILY	SSF75445	\N	1	144,	223,	1.44E-16
121497	IPR004788	Ribose 5-phosphate isomerase, type A	TIGRFAM	TIGR00021	rpiA: ribose 5-phosphate isomerase A	1	12,	237,	1.1E-62
121499	IPR004843	Calcineurin-like phosphoesterase domain, apaH type	HMMPfam	PF00149	Calcineurin-like phosphoesterase	1	220,	414,	3.8E-37
121499	IPR013235	PPP domain	HMMPfam	PF08321	PPP5 TPR repeat region	1	111,	211,	8.1E-23
121499	\N	\N	HMMPfam	PF13414	TPR repeat	1	3,	68,	6.4E-18
121499	\N	\N	PIRSF	PIRSF033096	\N	1	1,	479,	481.0
121499	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	PRINTS	PR00114	Serine/threonine phosphatase family signature	7	219,249,282,316,348,404,426,	246,276,306,342,375,424,442,	2.0E-52,2.0E-52,2.0E-52,2.0E-52,2.0E-52,2.0E-52,2.0E-52
121499	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	ProSitePatterns	PS00125	Serine/threonine specific protein phosphatases signature.	1	283,	288,	-
121499	IPR019734	Tetratricopeptide repeat	ProSiteProfiles	PS50005	TPR repeat profile.	3	3,37,71,	36,70,104,	10.414,8.231,7.287
121499	IPR013026	Tetratricopeptide repeat-containing domain	ProSiteProfiles	PS50293	TPR repeat region circular profile.	1	3,	104,	21.96
121499	IPR019734	Tetratricopeptide repeat	SMART	SM00028	Tetratricopeptide repeats	3	3,37,71,	36,70,104,	2.0E-4,0.26,6.4
121499	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	SMART	SM00156	Protein phosphatase 2A homologues, catalytic domain.	1	187,	464,	5.3E-129
121499	\N	\N	SUPERFAMILY	SSF48452	\N	1	3,	115,	2.47E-30
121499	IPR029052	Metallo-dependent phosphatase-like	SUPERFAMILY	SSF56300	\N	1	164,	476,	1.36E-100
121503	IPR008254	Flavodoxin/nitric oxide synthase	HMMPfam	PF00258	Flavodoxin	1	8,	137,	1.5E-11
121503	IPR008254	Flavodoxin/nitric oxide synthase	ProSiteProfiles	PS50902	Flavodoxin-like domain profile.	1	6,	194,	20.232
121503	IPR029039	Flavoprotein-like	SUPERFAMILY	SSF52218	\N	1	4,	200,	4.06E-58
121503	IPR010089	Flavoprotein WrbA	TIGRFAM	TIGR01755	flav_wrbA: NAD(P)H:quinone oxidoreductase, type IV	1	6,	195,	1.4E-61
121504	IPR012445	Autophagy-related protein 1010	HMMPfam	PF07855	Protein of unknown function (DUF1649)	1	21,	206,	2.9E-30
121506	IPR007149	Leo1-like protein	HMMPfam	PF04004	Leo1-like protein	1	137,	301,	1.5E-43
121514	IPR019310	rRNA-processing protein EFG1	HMMPfam	PF10153	Uncharacterised conserved protein (DUF2361)	1	33,	146,	6.1E-33
121515	IPR005455	Profilin	HMMPfam	PF00235	Profilin	1	2,	121,	6.0E-41
121515	IPR005455	Profilin	PRINTS	PR00392	Profilin signature	5	3,36,60,95,108,	12,56,74,108,125,	2.586435E-21,2.586435E-21,2.586435E-21,2.586435E-21,2.586435E-21
121515	IPR005455	Profilin	PRINTS	PR01640	Plant profilin signature	7	1,24,48,67,79,99,112,	9,37,62,76,94,112,125,	2.254017E-15,2.254017E-15,2.254017E-15,2.254017E-15,2.254017E-15,2.254017E-15,2.254017E-15
121515	IPR027310	Profilin conserved site	ProSitePatterns	PS00414	Profilin signature.	1	1,	8,	-
121515	IPR005455	Profilin	SMART	SM00392	Profilin	1	1,	126,	1.2E-63
121515	IPR005455	Profilin	SUPERFAMILY	SSF55770	\N	1	2,	126,	6.41E-44
121537	\N	\N	HMMPfam	PF13472	GDSL-like Lipase/Acylhydrolase family	1	14,	216,	7.1E-20
121537	IPR013830	SGNH hydrolase-type esterase domain	SUPERFAMILY	SSF52266	\N	1	5,	224,	3.83E-34
121540	IPR006677	tRNA intron endonuclease, catalytic domain-like	HMMPfam	PF01974	tRNA intron endonuclease, catalytic C-terminal domain	1	227,	307,	6.6E-23
121540	IPR016589	tRNA-splicing endonuclease, SEN2 subunit	PIRSF	PIRSF011789	\N	1	1,	342,	405.0
121540	IPR006677	tRNA intron endonuclease, catalytic domain-like	SUPERFAMILY	SSF53032	\N	1	225,	307,	6.8E-28
121540	IPR006676	tRNA-splicing endonuclease	TIGRFAM	TIGR00324	endA: tRNA-intron endonuclease	1	167,	306,	1.6E-35
121542	IPR003010	Carbon-nitrogen hydrolase	HMMPfam	PF00795	Carbon-nitrogen hydrolase	1	8,	181,	1.7E-33
121542	IPR001110	Uncharacterised protein family UPF0012, conserved site	ProSitePatterns	PS01227	Uncharacterized protein family UPF0012 signature.	1	154,	174,	-
121542	IPR003010	Carbon-nitrogen hydrolase	ProSiteProfiles	PS50263	Carbon-nitrogen hydrolase domain profile.	1	7,	275,	51.602
121542	IPR003010	Carbon-nitrogen hydrolase	SUPERFAMILY	SSF56317	\N	1	5,	266,	3.01E-82
121545	IPR003008	Tubulin/FtsZ, GTPase domain	HMMPfam	PF00091	Tubulin/FtsZ family, GTPase domain	1	4,	230,	1.2E-68
121545	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain	HMMPfam	PF03953	Tubulin C-terminal domain	1	268,	402,	1.7E-33
121545	IPR000217	Tubulin	PRINTS	PR01161	Tubulin signature	9	11,55,100,112,138,157,183,197,391,	31,74,111,136,156,178,196,217,419,	2.7E-66,2.7E-66,2.7E-66,2.7E-66,2.7E-66,2.7E-66,2.7E-66,2.7E-66,2.7E-66
121545	IPR002454	Gamma tubulin	PRINTS	PR01164	Gamma-tubulin signature	7	34,120,197,255,297,349,431,	54,135,210,266,312,372,454,	3.7E-43,3.7E-43,3.7E-43,3.7E-43,3.7E-43,3.7E-43,3.7E-43
121545	IPR017975	Tubulin, conserved site	ProSitePatterns	PS00227	Tubulin subunits alpha, beta, and gamma signature.	1	146,	152,	-
121545	IPR003008	Tubulin/FtsZ, GTPase domain	SMART	SM00864	Tubulin/FtsZ family, GTPase domain	1	51,	251,	1.4E-49
121545	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain	SMART	SM00865	Tubulin/FtsZ family, C-terminal domain	1	253,	404,	2.9E-18
121545	IPR003008	Tubulin/FtsZ, GTPase domain	SUPERFAMILY	SSF52490	\N	1	2,	250,	3.66E-80
121545	IPR008280	Tubulin/FtsZ, C-terminal	SUPERFAMILY	SSF55307	\N	1	251,	451,	1.01E-54
121553	IPR004932	Retrieval of early ER protein Rer1	HMMPfam	PF03248	Rer1 family	1	15,	189,	4.3E-80
121553	IPR004932	Retrieval of early ER protein Rer1	PIRSF	PIRSF016013	\N	1	1,	189,	181.0
121557	IPR000891	Pyruvate carboxyltransferase	HMMPfam	PF00682	HMGL-like	1	41,	299,	3.5E-67
121557	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	HMMPfam	PF08502	LeuA allosteric (dimerisation) domain	1	433,	569,	7.1E-31
121557	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	ProSitePatterns	PS00815	Alpha-isopropylmalate and homocitrate synthases signature 1.	1	40,	56,	-
121557	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	ProSitePatterns	PS00816	Alpha-isopropylmalate and homocitrate synthases signature 2.	1	246,	259,	-
121557	IPR000891	Pyruvate carboxyltransferase	ProSiteProfiles	PS50991	Pyruvate carboxyltransferase domain.	1	33,	310,	15.74
121557	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	SMART	SM00917	LeuA allosteric (dimerisation) domain	1	433,	570,	2.8E-33
121557	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	SUPERFAMILY	SSF110921	\N	1	457,	568,	1.11E-35
121557	\N	\N	SUPERFAMILY	SSF51569	\N	1	22,	333,	4.76E-93
121557	\N	\N	SUPERFAMILY	SSF89000	\N	1	399,	447,	7.45E-12
121557	IPR005668	2-isopropylmalate synthase	TIGRFAM	TIGR00970	leuA_yeast: 2-isopropylmalate synthase	1	7,	570,	5.5E-269
121559	IPR000330	SNF2-related	HMMPfam	PF00176	SNF2 family N-terminal domain	1	218,	528,	1.7E-67
121559	IPR001650	Helicase, C-terminal	HMMPfam	PF00271	Helicase conserved C-terminal domain	1	601,	680,	7.7E-12
121559	IPR013967	Rad54, N-terminal	HMMPfam	PF08658	Rad54 N terminal	1	19,	203,	3.9E-45
121559	IPR014001	Helicase superfamily 1/2, ATP-binding domain	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1	232,	409,	20.5
121559	IPR001650	Helicase, C-terminal	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1	569,	722,	15.936
121559	IPR014001	Helicase superfamily 1/2, ATP-binding domain	SMART	SM00487	DEAD-like helicases superfamily	1	211,	424,	2.0E-31
121559	IPR001650	Helicase, C-terminal	SMART	SM00490	helicase superfamily c-terminal domain	1	596,	680,	5.1E-21
121559	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	199,460,	459,757,	5.32E-60,2.6E-70
121563	IPR000795	Elongation factor, GTP-binding domain	HMMPfam	PF00009	Elongation factor Tu GTP binding domain	1	159,	349,	2.6E-43
121563	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal	HMMPfam	PF03143	Elongation factor Tu C-terminal domain	1	469,	575,	1.8E-10
121563	IPR015033	HBS1-like protein, N-terminal	HMMPfam	PF08938	HBS1 N-terminus	1	9,	70,	1.3E-8
121563	IPR000795	Elongation factor, GTP-binding domain	PRINTS	PR00315	GTP-binding elongation factor signature	5	160,219,239,255,299,	173,227,249,266,308,	1.4E-16,1.4E-16,1.4E-16,1.4E-16,1.4E-16
121563	IPR009000	Translation protein, beta-barrel domain	SUPERFAMILY	SSF50447	\N	1	377,	468,	9.06E-10
121563	IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal	SUPERFAMILY	SSF50465	\N	1	473,	575,	7.61E-20
121563	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	154,	350,	1.97E-56
121571	IPR009571	Actin cortical patch SUR7/pH-response regulator PalI	HMMPfam	PF06687	SUR7/PalI family	1	11,	252,	1.4E-45
121573	IPR001849	Pleckstrin homology domain	HMMPfam	PF00169	PH domain	1	1034,	1142,	1.2E-5
121573	IPR012966	Domain of unknown function DUF1709	HMMPfam	PF08174	Cell division protein anillin	1	849,	1006,	9.3E-26
121573	IPR001849	Pleckstrin homology domain	ProSiteProfiles	PS50003	PH domain profile.	1	1032,	1146,	10.509
121573	IPR001849	Pleckstrin homology domain	SMART	SM00233	Pleckstrin homology domain.	1	1033,	1148,	6.6E-12
121573	\N	\N	SUPERFAMILY	SSF50729	\N	1	1029,	1150,	9.59E-14
121578	IPR001240	N-(5'phosphoribosyl) anthranilate isomerase (PRAI)	HMMPfam	PF00697	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	1	196,	397,	6.2E-53
121578	IPR011060	Ribulose-phosphate binding barrel	SUPERFAMILY	SSF51366	\N	1	195,	398,	5.96E-52
121580	IPR013520	Exonuclease, RNase T/DNA polymerase III	HMMPfam	PF00929	Exonuclease	1	578,	730,	4.7E-20
121580	IPR006055	Exonuclease	SMART	SM00479	\N	1	576,	737,	1.1E-28
121580	IPR012337	Ribonuclease H-like domain	SUPERFAMILY	SSF53098	\N	1	577,	732,	5.06E-25
121589	IPR005545	YCII-related	HMMPfam	PF03795	YCII-related domain	1	23,	114,	2.7E-10
121589	IPR011008	Dimeric alpha-beta barrel	SUPERFAMILY	SSF54909	\N	1	21,	118,	1.53E-18
121592	IPR002018	Carboxylesterase, type B	HMMPfam	PF00135	Carboxylesterase family	1	14,	425,	8.1E-57
121592	IPR019826	Carboxylesterase type B, active site	ProSitePatterns	PS00122	Carboxylesterases type-B serine active site.	1	187,	202,	-
121592	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	11,	451,	7.7E-69
121594	IPR001383	Ribosomal protein L28	HMMPfam	PF00830	Ribosomal L28 family	1	88,	146,	1.2E-13
121594	\N	\N	SUPERFAMILY	SSF143800	\N	1	87,	156,	2.16E-11
121595	IPR000782	FAS1 domain	HMMPfam	PF02469	Fasciclin domain	2	41,171,	155,289,	6.1E-12,1.4E-8
121595	IPR000782	FAS1 domain	ProSiteProfiles	PS50213	FAS1/BIgH3 domain profile.	3	29,158,631,	155,289,760,	16.901,8.821,9.74
121595	IPR000782	FAS1 domain	SMART	SM00554	Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.	4	65,190,527,668,	159,292,630,763,	5.5E-7,0.24,1.3,1.4
121595	IPR000782	FAS1 domain	SUPERFAMILY	SSF82153	\N	4	25,147,507,637,	156,290,629,763,	1.14E-19,2.75E-15,1.11E-12,1.24E-10
121598	IPR003034	SAP domain	HMMPfam	PF02037	SAP domain	1	41,	75,	4.9E-14
121598	IPR003034	SAP domain	ProSiteProfiles	PS50800	SAP motif profile.	1	41,	75,	11.944
121598	IPR003034	SAP domain	SMART	SM00513	Putative DNA-binding (bihelical) motif predicted to be involved in chromosomal organisation	1	41,	75,	6.1E-11
121598	\N	\N	SUPERFAMILY	SSF68906	\N	1	39,	75,	1.28E-9
121600	IPR002500	Phosphoadenosine phosphosulphate reductase	HMMPfam	PF01507	Phosphoadenosine phosphosulfate reductase family	1	36,	216,	9.8E-40
121600	IPR004511	Phosphoadenosine phosphosulphate/adenosine 5'-phosphosulphate reductase	PIRSF	PIRSF000857	\N	1	2,	244,	245.0
121600	\N	\N	SUPERFAMILY	SSF52402	\N	1	10,	204,	1.81E-37
121600	IPR004511	Phosphoadenosine phosphosulphate/adenosine 5'-phosphosulphate reductase	TIGRFAM	TIGR00434	cysH: phosophoadenylyl-sulfate reductase	1	22,	240,	6.6E-79
121600	IPR011800	Phosphoadenosine phosphosulphate reductase CysH	TIGRFAM	TIGR02057	PAPS_reductase: phosphoadenosine phosphosulfate reductase	1	10,	239,	8.3E-86
121606	IPR002891	Adenylylsulphate kinase	HMMPfam	PF01583	Adenylylsulphate kinase	1	395,	552,	5.0E-54
121606	IPR024951	Sulphate adenylyltransferase catalytic domain	HMMPfam	PF01747	ATP-sulfurylase	1	173,	388,	5.8E-88
121606	IPR025980	ATP-sulfurylase PUA-like domain	HMMPfam	PF14306	PUA-like domain	1	4,	165,	3.9E-51
121606	\N	\N	SUPERFAMILY	SSF52374	\N	1	171,	390,	3.31E-92
121606	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	391,539,	502,570,	5.32E-37,5.32E-37
121606	IPR015947	PUA-like domain	SUPERFAMILY	SSF88697	\N	1	4,	170,	2.78E-56
121606	IPR002650	Sulphate adenylyltransferase	TIGRFAM	TIGR00339	sopT: sulfate adenylyltransferase	1	5,	387,	4.1E-158
121606	IPR002891	Adenylylsulphate kinase	TIGRFAM	TIGR00455	apsK: adenylylsulfate kinase	1	392,	561,	3.9E-47
121608	IPR001083	Copper fist DNA-binding	HMMPfam	PF00649	Copper fist DNA binding domain	1	1,	40,	1.1E-21
