#proteinId	gotermId	goName	gotermType	goAcc
548	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
121557	2290	catalytic activity	molecular_function	GO:0003824
121557	12002	carboxylic acid metabolic process	biological_process	GO:0019752
121557	21335	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	molecular_function	GO:0046912
121557	2318	2-isopropylmalate synthase activity	molecular_function	GO:0003852
121557	6706	leucine biosynthetic process	biological_process	GO:0009098
121559	2176	DNA binding	molecular_function	GO:0003677
121559	3736	ATP binding	molecular_function	GO:0005524
121559	2175	nucleic acid binding	molecular_function	GO:0003676
121559	2792	helicase activity	molecular_function	GO:0004386
121563	2378	GTPase activity	molecular_function	GO:0003924
121563	3737	GTP binding	molecular_function	GO:0005525
121578	3014	phosphoribosylanthranilate isomerase activity	molecular_function	GO:0004640
121578	4698	tryptophan metabolic process	biological_process	GO:0006568
121578	2290	catalytic activity	molecular_function	GO:0003824
121578	5830	metabolic process	biological_process	GO:0008152
121580	2917	exonuclease activity	molecular_function	GO:0004527
121580	3827	intracellular	cellular_component	GO:0005622
121580	2175	nucleic acid binding	molecular_function	GO:0003676
121594	2227	structural constituent of ribosome	molecular_function	GO:0003735
121594	3827	intracellular	cellular_component	GO:0005622
121594	4025	ribosome	cellular_component	GO:0005840
121594	4556	translation	biological_process	GO:0006412
121598	2175	nucleic acid binding	molecular_function	GO:0003676
121600	5830	metabolic process	biological_process	GO:0008152
121600	9940	transferase activity	molecular_function	GO:0016740
121600	2979	phosphoadenylyl-sulfate reductase (thioredoxin) activity	molecular_function	GO:0004604
121600	11644	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)	biological_process	GO:0019379
121600	11610	cysteine biosynthetic process	biological_process	GO:0019344
121606	108	sulfate assimilation	biological_process	GO:0000103
121606	3142	sulfate adenylyltransferase (ATP) activity	molecular_function	GO:0004781
121606	3736	ATP binding	molecular_function	GO:0005524
121606	9573	kinase activity	molecular_function	GO:0016301
121606	9970	transferase activity, transferring phosphorus-containing groups	molecular_function	GO:0016772
121606	6933	sulfate adenylyltransferase complex (ATP)	cellular_component	GO:0009336
121608	2176	DNA binding	molecular_function	GO:0003677
121608	2196	transcription factor activity	molecular_function	GO:0003700
121608	3722	copper ion binding	molecular_function	GO:0005507
121608	3838	nucleus	cellular_component	GO:0005634
121608	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121617	2378	GTPase activity	molecular_function	GO:0003924
121617	3737	GTP binding	molecular_function	GO:0005525
121617	2230	translation release factor activity	molecular_function	GO:0003747
121617	4559	translational termination	biological_process	GO:0006415
121622	3827	intracellular	cellular_component	GO:0005622
121622	4996	ER to Golgi vesicle-mediated transport	biological_process	GO:0006888
121622	4927	transport	biological_process	GO:0006810
121632	171	3'-5'-exoribonuclease activity	molecular_function	GO:0000175
121632	2216	RNA binding	molecular_function	GO:0003723
121632	4541	RNA processing	biological_process	GO:0006396
121636	2290	catalytic activity	molecular_function	GO:0003824
121636	5830	metabolic process	biological_process	GO:0008152
121636	2433	acetyl-CoA C-acetyltransferase activity	molecular_function	GO:0003985
121639	3043	protein kinase activity	molecular_function	GO:0004672
121639	3736	ATP binding	molecular_function	GO:0005524
121639	4602	protein amino acid phosphorylation	biological_process	GO:0006468
121639	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
121639	3052	protein kinase CK2 activity	molecular_function	GO:0004682
121645	3838	nucleus	cellular_component	GO:0005634
121652	2175	nucleic acid binding	molecular_function	GO:0003676
121652	3827	intracellular	cellular_component	GO:0005622
121652	5939	zinc ion binding	molecular_function	GO:0008270
121654	3838	nucleus	cellular_component	GO:0005634
121654	17777	ribosome biogenesis and assembly	biological_process	GO:0042254
121658	4591	protein folding	biological_process	GO:0006457
121658	9551	prefoldin complex	cellular_component	GO:0016272
121658	24336	unfolded protein binding	molecular_function	GO:0051082
121664	3145	superoxide dismutase activity	molecular_function	GO:0004784
121664	4918	superoxide metabolic process	biological_process	GO:0006801
121664	21295	metal ion binding	molecular_function	GO:0046872
121665	162	nucleotide binding	molecular_function	GO:0000166
121665	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
121665	3736	ATP binding	molecular_function	GO:0005524
121665	3930	cytoplasm	cellular_component	GO:0005737
121665	4556	translation	biological_process	GO:0006412
121665	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
121665	3190	tryptophan-tRNA ligase activity	molecular_function	GO:0004830
121665	4579	tryptophanyl-tRNA aminoacylation	biological_process	GO:0006436
121666	6317	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	molecular_function	GO:0008686
121666	6836	riboflavin biosynthetic process	biological_process	GO:0009231
121678	3930	cytoplasm	cellular_component	GO:0005737
121680	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
121680	2441	acid phosphatase activity	molecular_function	GO:0003993
121683	5830	metabolic process	biological_process	GO:0008152
121683	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
121688	4929	cation transport	biological_process	GO:0006812
121688	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
121688	9321	integral to membrane	cellular_component	GO:0016021
121700	4639	proteolysis	biological_process	GO:0006508
121700	5909	metallopeptidase activity	molecular_function	GO:0008237
121700	9985	hydrolase activity	molecular_function	GO:0016787
121700	21401	protein dimerization activity	molecular_function	GO:0046983
121704	9320	membrane	cellular_component	GO:0016020
121707	2712	ethanolamine kinase activity	molecular_function	GO:0004305
121708	4977	amino acid transport	biological_process	GO:0006865
121708	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
121708	9320	membrane	cellular_component	GO:0016020
121708	9321	integral to membrane	cellular_component	GO:0016021
121708	4927	transport	biological_process	GO:0006810
121724	2308	1-pyrroline-5-carboxylate dehydrogenase activity	molecular_function	GO:0003842
121724	3949	mitochondrial matrix	cellular_component	GO:0005759
121724	4691	proline biosynthetic process	biological_process	GO:0006561
121724	5830	metabolic process	biological_process	GO:0008152
121724	9710	oxidoreductase activity	molecular_function	GO:0016491
121725	5802	ceramide glucosyltransferase activity	molecular_function	GO:0008120
121731	2227	structural constituent of ribosome	molecular_function	GO:0003735
121731	3827	intracellular	cellular_component	GO:0005622
121731	4025	ribosome	cellular_component	GO:0005840
121731	4556	translation	biological_process	GO:0006412
121733	3727	protein binding	molecular_function	GO:0005515
121733	5830	metabolic process	biological_process	GO:0008152
121733	6075	acyltransferase activity	molecular_function	GO:0008415
121733	3108	dihydrolipoyllysine-residue acetyltransferase activity	molecular_function	GO:0004742
121733	6948	dihydrolipoamide S-acyltransferase complex	cellular_component	GO:0009351
121733	13388	dihydrolipoamide S-acyltransferase activity	molecular_function	GO:0030523
121752	4283	electron transport	biological_process	GO:0006118
121752	9710	oxidoreductase activity	molecular_function	GO:0016491
121757	4636	GPI anchor metabolic process	biological_process	GO:0006505
121757	4994	intracellular protein transport	biological_process	GO:0006886
121757	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
121757	14070	intrinsic to endoplasmic reticulum membrane	cellular_component	GO:0031227
121757	2377	GPI-anchor transamidase activity	molecular_function	GO:0003923
121757	19323	cyanophycinase activity	molecular_function	GO:0043859
121757	24583	regulation of hydrolase activity	biological_process	GO:0051336
121758	3838	nucleus	cellular_component	GO:0005634
121758	4513	rRNA processing	biological_process	GO:0006364
121758	13392	ribonucleoprotein complex	cellular_component	GO:0030529
121765	9710	oxidoreductase activity	molecular_function	GO:0016491
121768	3736	ATP binding	molecular_function	GO:0005524
121768	4457	mismatch repair	biological_process	GO:0006298
121768	13828	mismatched DNA binding	molecular_function	GO:0030983
121769	3925	small nucleolar ribonucleoprotein complex	cellular_component	GO:0005732
121769	4513	rRNA processing	biological_process	GO:0006364
121769	12091	rRNA binding	molecular_function	GO:0019843
121778	6075	acyltransferase activity	molecular_function	GO:0008415
121778	2534	carnitine O-acetyltransferase activity	molecular_function	GO:0004092
121786	4591	protein folding	biological_process	GO:0006457
121786	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
121786	2975	cyclophilin	molecular_function	GO:0004600
121786	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
121786	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
121788	3838	nucleus	cellular_component	GO:0005634
121788	18679	H4/H2A histone acetyltransferase complex	cellular_component	GO:0043189
121788	19908	regulation of transcription	biological_process	GO:0045449
121789	2216	RNA binding	molecular_function	GO:0003723
121792	3727	protein binding	molecular_function	GO:0005515
121793	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
121793	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
121793	5847	C-methyltransferase activity	molecular_function	GO:0008169
121793	5848	N-methyltransferase activity	molecular_function	GO:0008170
121793	5849	O-methyltransferase activity	molecular_function	GO:0008171
121793	5850	S-methyltransferase activity	molecular_function	GO:0008172
121793	5851	RNA methyltransferase activity	molecular_function	GO:0008173
121793	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
121793	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
121793	5945	protein methyltransferase activity	molecular_function	GO:0008276
121793	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
121793	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
121793	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
121793	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
121793	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
121793	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
121793	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
121793	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
121793	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
121793	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
121793	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
121793	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
121793	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
121793	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
121793	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
121793	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
121793	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
121793	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
121793	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
121793	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
121793	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
121793	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
121793	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
121793	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
